Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
M1,RED,LED_1206_3216Metric_Pad1.42x1.75mm_HandSolder,207.325,-97.65,-90,top
R1,1000Ω,fab-R1206FAB,210.425,-97.6725,90,top
