Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J2,Conn_02x03_Odd_Even,PinHeader_2x03_P1.27mm_Vertical_SMD,148.35,-106.81,0,top
SW1,SW_SPST,SW_SPST_TL3342,164.34,-106.73,270,top
